Name,AVG - Sterne,Zahl der Kommentaren,Adresse,Sterne,Kommentare,Datum,Likes
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",2,"(Translated by Google) I myself was now in this clinic in the ENT area. Many employees are really friendly and helpful, but unfortunately I have experienced exactly the opposite.

I was greeted warmly in the entrance and at the ladies for the administrative act.
I was also surprised how quickly I was called, but then I had to wait almost 3 hours until the ward doctor called me. Ok wait is partly ok, but 3h is no longer acceptable in my opinion and then without apology. The doctor really welcomed me very distanced and cool (just the opposite of the reception)
He prayed down his questions, responded to questions from my side only very briefly. Then I had to ask for a case of my documents with the colleague (because I really thought if he has the name of a ward doctor or has just become a doctor and whether he can do his job well professionally). Linguistically, it was not easy to communicate with him, honestly I was quite different. It's bad in medicine if a patient has to worry about not being understood, because two nationalities meet and there is a big barrier between the doctor and the patient in terms of language.
Also in the further course I met again the same doctor and it was also there again a disaster.

The house should be very careful in the choice of his staff / doctors.

Some nurses are really anything but human and friendly, empathy zero and here also linguistic not always easy to understand and I also had the impression that I was not always understood. Also was partially responded to help grumpy and you thought, you really do not want to help and maintain.

But I also experienced exactly the opposite with the nurses. Only such outliers then just cloud the picture.

The communication between doctor and clinic could definitely or in my case say I need to be improved as far as the patient is concerned. Some information from the doctor and hospital were not exchanged, as well as information from the clinic to the doctor.

Otherwise a clean clinic and very quiet.

(Original)
Ich selbst war nun in dieser Klinik im HNO Bereich. Viele Angestellte dort sind wirklich freundlich und hilfsbereit, aber leider habe ich auch genau das Gegenteil erlebt.

Freundlich wurde ich begrüß im Eingangsbereich und bei den Damen für den Verwaltungsakt.
Ich war auch überrascht wie schnell ich gerufen wurde, danach musste ich aber fast 3h warten bis der Stationsarzt mich aufrief. Ok Wartezeit ist ja teilweise ok, aber 3h ist in meinen Augen nicht mehr vertretbar und dann auch ohne Entschuldigung. Der Arzt begrüßte mich wirklich sehr distanziert und kühl (genau das Gegenteil vom Empfang)
Er betete seine Fragen runter, ging auf Fragen meinerseits nur sehr kurz ein. Musste sich dann bei einer Sache von meinen Unterlagen auch bei der Kollegin nachfragen (da dachte ich echt ob er den Namen Stationsarzt hat oder gerade frisch Arzt geworden ist und ob er auch seinen Job gut machen kann fachlich). Sprachlich war es auch nicht einfach sich mit ihm zu verständigen, ehrlich wurde mir da ganz anders. Es ist doch schlimm in der Medizin wenn ein Patient Sorgen haben muss, nicht verstanden zu werden, weil zwei Nationalitäten auf einander treffen und sprachlich eine große Hürde zwischen dem Arzt und dem Patienten liegt.
Auch im weiteren Verlauf traf ich wieder auf den selben Arzt und es war auch dort wieder eine Katastrophe.

Das Haus sollte doch sehr darauf achten bei der Wahl seines Personals/Ärzten.

Einige Pflegerinnen sind wirklich alles andere als menschlich und freundlich, Empathie gleich null und hier auch sprachliche nicht immer einfach zu verstehen gewesen und ich hatte auch den Eindruck das ich nicht immer verstanden wurde. Auch wurde teilweise auf Hilfe mürrisch reagiert und man dachte, wirklich helfen und pflegen möchte man nicht.

Aber ich habe auch genau das Gegenteil bei den Pflegerinnen erlebt. Nur solche Ausreißer trüben dann eben das Bild.

Die Kommunikation zwischen Arzt und Klinik könnte defintiv noch oder in meinen Fall sage ich muss verbessert werden, was den Patienten angeht. Einige Infos seitens Arzt und Krankenhaus wurden nicht ausgetauscht, ebenso Infos von der Klinik an den Arzt.

Ansonsten eine saubere Klinik und sehr ruhig.",2 years ago,2
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",4,"(Translated by Google) Very nice light voucher room. Very friendly and extremely courteous staff. Food very good. You can choose between several dishes. Fast recovery guaranteed because there was nothing missing.
The only flaw: For me, the bed was too short. There was no suitably long. Board at the foot was dismantled. Nor was the bed yet electrically adjustable - mechsnisch (by Annotuck). Therefore only 4 points.

(Original)
Sehr schönes helles Belegzimmer. Sehr freundliches und äußerst zuvorkommendes Personal. Verpflegung sehr gut. Man kann zwischen mehreren Gerichten auswaehlen. Schnelle Genesung garantiert, da es an nichts fehlte.
Einziger Makel: Für mich war das Bett zu kurz. Es gab kein passend langes. Brett am Fussende war abmontiert. Ebensowenig war das Bett noch nicht elektrisch verstellbar - mechsnisch ( von Annotuck ). Deshalb nur 4 Punkte.",2 years ago,1
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) I felt very, very comfortable !! Even after the o.p I felt a soothing treatment! The food was good. Thank you all the staff of the St. Two !!

(Original)
Ich habe mich sehr, sehr wohlgefühlt!! Auch nach der o.p verspürte ich eine wohltuende Behandlung! Das Essen war gut. Danke dem gesamten Personal der St. Zwei !!",5 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) Very nice, friendly and qualified doctors and med staff at night. Thank you for the treatment after the operation. Stay healthy! LG Eugen Stejner 🇩🇪

(Original)
Sehr nette, freundliche und qualifizierte Ärzte und med Personal am Nacht. Ich bedanke mich für die Behandlung nach dem OP. Bleiben Sie alle Gesund! LG Eugen Stejner 🇩🇪",2 years ago,1
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",2,"(Translated by Google) I myself was in the clinic, housing station East.
Unfortunately, my experience has not always been positive. My neighbor had a removal of the almonds and had to first ask if you should not eat much ice after such a procedure. Likewise, the Kuhlkrawatte was issued only reluctantly. I expect that you approach the patients from the staff and do not even look at them funny when they want an ice cream or a cooling.
Since I only had a very small procedure on my ear, I also had to stay short.

I had gebaeucht / paid for a double room and the beautiful service you supposedly read, seems to exist only on paper. I did not get fresh towels every day (stayed there 3 nights) and also missed the personal service provided by our patient assistant. I received the same service as my bed neighbor was not as a ""private patient"" was or the 2 bed room paid.

I do not expect to be carried on hands by paying, but if you advertise on the homepage, you should implement it.

The interns were all still very inexperienced and needed in my eyes someone who shows them how to deal with patients and cares.

The sisters also have very big differences in service and friendliness.

Of the so-called ward doctors I have come with nothing. No idea what their job is exactly.

I was glad that I did not need much help but who really needs help, because I wonder if you get it too. For example, I helped my bed neighbor lift his bag on the day he was released, and he was not allowed to lift it. None of the staff offered him this. It was important only that the patient is out until 9.

At the front desk you were greeted very nice.

(Original)
Ich selbst war in der Klinik, Unterbringung Station Ost.
Leider war meine Erfahrung nicht immer positiv. Mein Bettnachbar bspw hatte eine Entfernung der Mandeln und musste erstmal nach fragen ob man nicht viel Eis essen soll nach solch einem Eingriff. Ebenso die Kuhlkrawatte wurde nur zurückhaltend rausgegeben. Ich erwarte doch, dass man vom Personal aus auf die Patienten zugeht und nicht noch diese komisch anschaut, wenn sie wieder ein Eis wollen oder eine Kühlung.
Da ich selbst nur einen sehr kleinen Eingriff am Ohr hatte, musste ich auch nur kurz bleiben.

Ich hatte Zweibettzimmer gebaucht/bezahlt und der schöne Service den man angeblich dazu liest, scheint wohl nur auf dem Papier zu existieren. Ich habe nicht jeden Tag frische Handtücher bekommen (war 3 Nächte dort) und auch den persönlicher Service durch unsere Patientenassistentin habe ich vermisst. Ich habe den selben Service erhalten wie mein Bettnachbar der nicht als „privatpatient“ geführt wurde bzw. Das 2 Bett Zimmer bezahlt hat.

Ich erwarte nicht hier durch Bezahlung auf Händen getragen zu werden, aber wenn man auf der Homepage damit wirbt, sollte man es auch umsetzen.

Die PraktikantenInnen waren doch alle noch sehr unerfahren und bräuchten in meinen Augen jemanden der ihnen zeigt wie man mit Patienten umgeht und pflegt.

Bei den Schwestern gibt es auch sehr große Unterschiede im Service und Freundlichkeit.

Von den sogenannten Stationsärzten habe ich nichts mitgekommen. Keine Ahnung was deren Aufgabe ist genau.

Ich war froh dort nicht viel Hilfe zu benötigen aber wer wirklich auf Hilfe angewiesen ist, da frage ich mich doch ob man diese auch bekommt. Meinem bettnachbarn habe ich bspw geholfen am Tag seiner Entlassung seine Tasche aufs Bett zu heben, er durfte nicht schwer heben. Keiner des Personals bot ihm dies an. Wichtig war nur das der Patient bis 9 raus ist.

Am Empfang wurde man sehr nett begrüßt.",2 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) Great clinic. Great emphasis on hygiene and service

(Original)
Tolle Belegklinik. Großen Wert auf Hygiene und Service",2 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) Everything is great, I am very satisfied. Op has gone well, the staff is invariably friendly and you will also be well looked after. Everything great

(Original)
Alles super, bin sehr zufrieden. Op ist gut verlaufen, das personal ist ausnahmslos freundlich und gut versorgt wird man ebenfalls. Alles bestens",5 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",3,"(Translated by Google) Room was ok. OP by Dr. Trübenbach was great. Food very tasty. The communication between doctors and anesthesia should be improved (the conversation went differently than expected. For example, you are sure that you are really there for the knee and not being operated on on your back or spine.) I think it's a pity that the patient lasts longer do not have to be able to acquire magazines. Not everyone gets along with a tablet (older people). The bakery as an offer is simply too expensive. Dismissal was a bit hectic. First the rounds were where you found out, then you go home today, then breakfast came, afterwards I packed my things, but in between came the physiotherapist who showed exercises for home. According to the patient information, the room must be vacated by 9:00 a.m. It was a quarter to nine and the cleaning staff was very unfriendly why the room had not yet been cleared. The next patients are already waiting. I was already about to leave.

(Original)
Zimmer war OK. OP von Dr. Trübenbach war super. Essen sehr lecker. Verbessert werden sollte die Kommunikation unter Ärzten und Anestesie ( das Gespräch verlief anders als erwartet. Beispiel sind Sie sich sicher, daß Sie wirklich wegen dem Knie da sind und nicht am Rücken bzw an der Wirbelsäule operiert werden.) Schade finde ich das Patienten die länger bleiben müssen keine Zeitschriften erwerben können. Nicht jeder kommt mit einem Tablet klar( ältere Menschen). Der Bäcker als Angebot ist einfach zu Teuer. Entlassung war etwas hektisch. Erst war die Visite wo man erfahren hat, dann geht's heute nach Hause dann kam das Frühstück, im Anschluss habe ich meine Sachen gepackt, dazwischen kam aber noch die Physiotherapeutin die noch Übungen für zu Hause zeigte. Laut Patienteninfio muss das Zimmer bis 9:00 Uhr verlassen werden es war viertel vor neun und die Reinigungskraft wurde sehr unfreundlich warum das Zimmer noch nicht geräumt ist. Die nächsten Patienten warten schon. Dabei war ich doch schon dabei zu gehen.",2 years ago,2
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",4,"(Translated by Google) Felt very well cared for and taken care of. Staff very friendly and competent.

(Original)
Fühlte Mich sehr gut aufgehoben und versorgt. Personal sehr freundlich und kompetent.",4 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",3,"(Translated by Google) The operation went smoothly, the rooms were OK, the nursing staff were mostly very friendly, and there were occasionally language barriers. What is not possible is the underground communication between the different departments and especially between the clinic and the patient. Again and again there was conflicting information for the patient about the further course of treatment. Communication between the attending physician and the clinic must also be improved. Generally there is still room for improvement.

(Original)
OP lief glatt, Zimmer waren OK, Pflegepersonal größtenteils sehr freundlich, gelegenlich gab es leicht Sprachbarrieren. Was nicht geht ist die unterirdische Kommunikation zwischen den verschiedenen Abteilungen und im Besonderen zwischen Klinik und Patient. Immer wieder gab es widersprüchliche Infos für den Patienten zum weiteren Behandlungsablauf. Auch die Kommunikation zwischen Belegarzt und Klinik muss verbessert werden. Generell ist hier noch Luft nach oben.",2 years ago,2
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) Very friendly staff and helpful after my sinus surgery

(Original)
Sehr freundlicher Personal und Hilfsbereit nach meiner Nebenhöhlen OP",3 years ago,1
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) Have had good experiences Doctors were nice and the staff too I can not complain.

(Original)
Habe gute Erfahrungen gemacht Ärzte waren nett und das Personal auch ich kann mich nicht beklagen.",4 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) Everything great! The operation went well and I felt well taken care of the days after surgery. The food was good, the staff friendly and I have no reason to complain.
I do not want to say ""gladly"" again, because who wants to be ill, but if I am again forced to visit a hospital, then I choose if possible, the Sophia clinic.

(Original)
Alles super! Die OP verlief gut und ich fühlte mich an den Tagen nach der OP gut versorgt. Das Essen war gut, das Personal freundlich und ich habe keinen Grund mich zu beschweren.
Ich will nicht sagen ""gerne wieder"", denn wer will schon krank sein, aber falls ich mal wieder zu einem Krankenhausbesuch gezwungen bin, dann wähle ich falls möglich die Sophien-Klinik.",4 years ago,1
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",4,"(Translated by Google) I was contacted by dr. Krukenberg operates. As always, he was competent and friendly.
The clinic was newly built and opened in September 2017. There is still room for improvement. In the 2 bed room there is no storage space for the washing utensils in the very spacious bathroom, a stool is still missing in the shower, the light in the bathroom does not come on automatically, which is difficult to manage with walking aids. The beds are good to adjust by remote control. WiFi is free. .
A kiosk would be nice. Comfortable sitting areas are still missing if you have visitors and don't want to be in the room.
All in all, however, in my opinion it is a highly recommended hospital bed, and when the last shortcomings have been remedied, great.
It should also be noted that the staff mostly comes from foreign countries, but speaks good German.

(Original)
Ich wurde am 2.1.2018 von dr. Krukenberg operiert. Er war wie immer kompetent und freundlich.
Die Klinik wurde neu gebaut und im September 2017 eröffnet . Es gibt noch einiges zu verbessern. Im 2 Bett Zimmer gibt es im sehr großzügigen Bad noch keine Ablagen für die Waschutensilien, es fehlt noch ein Hocker in der Dusche, das Licht im Bad geht nicht automatisch an, was mit Gehhilfen schwierig zu bewältigen ist. Die Betten sind gut, per Fernbedienung zu verstellen. WLAN ist kostenlos. .
Ein Kiosk wäre schön. Es fehlen noch gemütliche Sitzecken, wenn man Besuch hat und nicht im Zimmer sein möchte.
Alles im Allen ist es aber in meinen Augen ein sehr empfehlenswertes Belegbetten Krankenhaus, und wenn die letzen Mängel behoben sind, top.
Anzumerken wäre noch, das das Personal größtenteils aus fremden Ländern kommt, aber gut deutsch spricht.",3 years ago,3
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",1,"(Translated by Google) Failure to provide assistance. After my knee surgery I didn't get any thrombosis stockings. Despite repeated begging on my part (female, 40 years), I didn't get any, with the statement that it was Saturday and you didn't have any. They also have other ""more important"" things to do than worry about them. My partner then drove to the medical supply store almost two days after the operation to buy me some. Too late. Unfortunately I am now also fighting a 2-level thrombosis.

(Original)
Unterlassene Hilfeleistung. Nach meiner Knie OP bekam ich keine Thrombosestrümpfe. Trotz mehrfachen bettelns meinerseits (weiblich, 40 Jahre) bekam ich keine, mit der Aussage, es sei Samstag und man hätte keine passenden. Zudem hätten sie andere ""wichtigere"" Dinge zu tun, als sich darum zu kümmern. Mein Partner fuhr dann knapp zwei Tage nach der OP ins Sanitätshaus, um mir welche zu kaufen. Zu spät. Leider kämpfe ich nun auch noch gegen eine 2-Etagen Thrombose.",3 years ago,3
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",4,"(Translated by Google) On October 17, 2017, I had surgery performed on my shoulder in the new Sophienklinik by Dr. Krukenberg, great walking you have to say so. Great rooms, everything clean, staff friendly even if it sometimes had the impression that they wanted too much from me Personally sometimes a little hard but good to know that they were around their patients are trying.
What for me personally was actually not at all the food at lunchtime a single disaster which really needs to be improved, breakfast and evening food was really good.
What you would have to improve would be that you could get something from a machine because it is not currently available, you can only go to the baker during the day who also has a pretty salted price, I think can also make money beyond measure if it has a point of view.

(Original)
Ich habe mich am 17.10.2017 in der neuen Sophienklinik an der Schulter Operieren lassen von Dr. Krukenberg,top gelaufen muss mann schon so sagen.Tolle Zimmer,alles sauber,Personal freundlich wenn es auch mansch mal den Eindruck hatte das sie zuviel von einen wollen für mich Persönlich mansch mal schon ein wenig an strengend aber gut zu wissen das sie dort um ihre Patienten bemüht sind.
Was für mich Persönlich eigentlich gar nicht ging wahr das Essen am Mittag eine einzige Katastrophe was wirklich verbessert werden muss,Frühstück und Abend Essen wahr gut.
Was man auch verbessern müsste währe das man sich auch mal was aus einen  Automaten holen könnte da dieses zur Zeit gar nicht angeboten wird,man kann zur Zeit nur am Tage zu dem Bäcker am Tage gehen der auch ganz schön gesalzene Preis hat.Ich denke man kann auch Geld verdienen über die Maße wenn so einen Standpunkt hat.",3 years ago,1
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",2,"(Translated by Google) Until the food and the registration and the cafeteria you could forget everything again. When will the shop be closed?

(Original)
Bis aufs Essen und die Anmeldung und die Cafeteria konnte man mal wieder alles vergessen. Wann wird der Laden geschlossen.",7 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",4,"(Translated by Google) I am very satisfied, the operation went very well, everything else was fine.

(Original)
Ich bin sehr zufrieden, die OP verlief sehr gut, auch sonst war alles gut.",4 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) I feel very well treated there

(Original)
Fühle mich dort sehr gut behandelt",3 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) The Sophie clinic is wonderful. Who says what else is stupid

(Original)
Die Sophie Klinik ist  wunderbar. Wer was anderes sagt ist dumm",3 years ago,3
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",1,"(Translated by Google) The cleaning is grotto bad is not due to the nursing staff ... with a rag !! @ toilet - shower 'tables - pat - room ...

(Original)
Die Reinigung  ist grotten schlecht liegt nicht am Pflegepersonal ...mit einem Lappen !!@ WC - Dusche ' Tische  - Pat - Zimmer...",3 years ago,2
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",1,"(Translated by Google) Very rude nurses the beds are uncomfortable and you have to adjust them by hand the doors frames are broken, the doors too. You arrive on time and still you have to wait 9 hours until the op I do not recommend it to anyone I will never go back

(Original)
Sehr unhöfliche Krankenschwestern die Betten sind ungemütlich und man muss sie per Handgriff einstellen die Türen Rahmen sind kaputt,die Türen auch. man kommt pünktlich an und trotzdem muss man 9 Stunden warten bis zu der op ich empfehle es niemanden ich gehe auch niewieder hin",3 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",3,"(Translated by Google) Very nice staff

(Original)
Sehr Nettes personal",7 years ago,1
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,,2 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,,6 months ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,,2 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",4,,a year ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,,a year ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",2,,9 months ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,,a month ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,,3 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",1,,a year ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,,a year ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,,3 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",4,,3 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,,a year ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",1,,5 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,,2 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",4,,2 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,,a year ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",1,,4 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",4,,3 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,,a year ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",4,,4 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,,a year ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",3,,5 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,,a month ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,,8 months ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,,3 years ago,0
