names,reviews,ratings
DRK-Clementinenhaus,es geht nicht um eine abteilung sondern um die notfallambulanz die ich am sonntag dem 08012017 aufsuchte ich war um kurz vor 10 dort meldete mich an und saß als einziger im wartebereich so ab halb 11 kamen weitere patienten einige mit taschen wohl zur aufnahme ein patient kam mit begleitung und setzte sich auf den boden da er wohl schmerzen hatte und nicht sitzen konnte nach 2 stunden fragte ich mal nach wann es denn weiter geht ich sollte mich noch gedulden schließlich bin ich um viertel nach 1 13 uhr wieder gegangen da keinerlei informationen gegeben wurde ich finde dass über 3 stunden wartezeit vor allem wo ich am anfang allein und erster patient war unzumutbar sind,0
DRK-Clementinenhaus,super aufnahme sehr guter stationärer aufenthalt,6
DRK-Clementinenhaus,hallo ich war zur knieoperation schlittenprothese6 tage auf der station 2ader aufenthalt war sehr angenehm das personal  kompetent und sehr freundlich das essen war gut und ausreichend freundlich eingerichtete zimmer,6
DRK-Clementinenhaus,anlässlich einer hüftoperation wurde ich während meines knapp einwöchigen aufenthaltes hervorragend betreutdas pflegepersonal war sehr kompetent und immer freundlich zur stelle das essen war sehr gut ebenso die physikalischen therapien und die ärztliche betreuung,6
DRK-Clementinenhaus,das clementinenhaus ist sehr zu empfehlen in punkto hygiene beste pflege durch freundliche kompetente engagierte ärzte schwestern und physiotherapeuten lob an küche die sich individuell einstellen kann z b auf nahrungsmittelunverträglichkeiten vielen vielen dank ich fühlte mich sehr gut aufgehoben,6
DRK-Clementinenhaus,a m 2809 wurde ich wegen schlauchmagen operiert und lag auf der station 1a der name ist programm  ich hatte wirklich das gefühl dass das ein ganzes team war ob ärzte oder das pflegepersonal das habe ich noch nie erlebt sie nehmen sich zeit und ich hatte das gefühl sehr gut aufgehoben zu sein also ein ganz dickes lob macht weiter so,6
DRK-Clementinenhaus,super freundliches personal einfach alles top war 10 tage dort habe meine galle dort gelassen,4
DRK-Clementinenhaus,ich bin in diese klinik gekommen weil ich von dr agneskirchner operiert werden wollte am tag meiner anreise war kein bett frei auf der chirurgie so dass ich dort auf eine überwachungsstation kamwo ich 2 tage mit kameras überwacht wurde die nacht vor der op war in ordnung ich dachtedass ich nach der op wenigstens auf die richtige station kommen würde aber nein zu früh gefreut abends nach der op haben sie mich dann in ein anderes zimmer der station geschoben wo ich neben einer frau lagdie an maschinen angeschlossen war und ich durch die geräte immer wieder aus dem schlaf gerissen wurde nachts hatte ich sehr starke schmerzen dass mir die luft wegblieb der pfleger wollte mir keine neue infusion legenich sollte die tabletten oral einnehmen nachdem ich dies aufgrund von darmproblem abgelehnt habehat er nur gesagtdass es mein pech istmehr könne er fur mich nicht tun ich hatte vorher alles erbrochenso dass nix drinblieb leider hat keiner mit mir darüber gesprochen welche medikamente ich nicht nehmen darfnur nach allergien  nachdem ich vor schmerzen fast zusammen gebrochen warbin ich in mein bett 20 minuten später brachte er mir die tablette und legte sich wieder mit mir an ich habe immer wieder gesagtdass er rausgehen sollich konnte nicht mehr er machte immer weiterso dass ich mir die ohren zuhieltdann ging er und kam 15 minuten später mit einer spritzestand vor mir und sagtedass er den arzt gefragt hätte und ich die spritze haben dürfte ich fuhlte mich ihm ausgelieferthatte angst vor ihmhabe die spritze aufgrund der starken schmerzen genimmen erst am dritten tag wurde ich auf die chirurgische station geschoben in den 3 tagen hat mich keiner gefragtwas ich essen möchte die dritte nacht hatte ich wieder schmerzen ausser novalgin habe ich kein langzeitmedikament zb targin bekommen ich hoffedass die op gelungen ist so dass ich diese traumatische erfahrung im der zweiten nacht irgendwie verarbeiten kann klinik nicht zu empfehlen,2
DRK-Clementinenhaus,ich war in der notaufnahme mit einer entzündeten narbe wurde schnell unkompliziert und sehr sehr nett behandelt und fachlich gut versorgt,6
DRK-Clementinenhaus,ich wurde am 2562016 wegen einer fußverletzung gebrochener zeh in der notaufnahme behandelt dabei erlebte ich von den krankenpflegerinnen und dem behandelnden orthopäden eine durchgängig freundliche ruhige und kompetente versorgung dafür möchte ich mich herzlich bedanken,6
DRK-Clementinenhaus,sehr schnelle professionelle behandlung extrem kompetente medizinischen und pflegerische mitarbeiterinnen und mitarbeiter  schneller und unkomplizierter behandlungserfolg bei hoher kundenorientierung und sehr ansprechendem ambiente hier wird die patientin sehr zugewandt betreut,6
DRK-Clementinenhaus,wirklich sehr gut  alle mitarbeiter sind ausgesprochen freundlich man hat nie das gefühl zu stören  das essen schmeckt  die zimmer sind hell und freundlich und die medizinische betreuung ist einwandfrei wenn krankenhaus dann clemi,6
DRK-Clementinenhaus,can thoroughly recommend this hospital  first class,6
DRK-Clementinenhaus,ich war schon zum zweiten mal im clementinenhaus und habe mich wieder rundherum sehr gut behandelt gefühlt ausnahmslos alle mitarbeiter die sich während meines 2wöchigen aufenthaltes um mich kümmerten tun das mit ausgesprochen viel engagement kompetenz und hingabe hygiene insbesondere die keimprophylaxe vor jeder op wird sehr ernst genommen was einem zusätzlich ein sicheres gefühl verschafft meines erachtens ist fluktuation in diesr klinik ein fremdwort da alle dort gern arbeiten das kann man überall spüren,6
DRK-Clementinenhaus,heute habe ich 45 std in der chirurg notfallambulanz verbracht davon insgesamt ca 20  30 min für aufnahmegespräch röntgen und schlussgespräch erst nachdem ich mich über die lange wartezeit beschwert habe wurde mir fast umgehend in 23 min mitgeteilt es sei alles in ordnung notfälle sind erstrangig dafür habe ich natürlich verständnis patienten wie ich ohne krankenbefund müssen sich dann mit einer knappen auskunft zufrieden geben  oder eben warten   die aussage des personals erst die notfälle und nur ein chirurg im haus erschienen mir allerdings wie phrasen bei mir ist der eindruck entstanden das personal hat mich entweder vergessen undoder kann sich nicht mehr in die position des patienten hinein denken,2
DRK-Clementinenhaus,alle waren sehr freundlich vertrauensvoll ich habe mich in guten händen gefühlt die erklären alles genau das keine frage im kopf bleibt,6
DRK-Clementinenhaus, ,6
DRK-Clementinenhaus,war vom 9märz bis 12märz 2016 im clemiich hatte eine athroskopie an der schultervon der aufnahme bis zur entlassung habe ich nur positive erfahrungen gemachtdas einzigste was zu bemängeln istsind die alten bettenungünstig zu verstellen wenn man nur ein arm gebrauchen kannlob auch an die küche das essen war immer besonders liebevoll angerichtet und schmackhaftdie pflegekräfte der 2a haben sich hervorragend um mich gekümmertauch nochmal ein dankeschön von mir,6
DRK-Clementinenhaus,während meines einwöchigen aufenthaltes wurde ich von kompetentem sehr hilfsbereitem und freundlichem personal betreut die auswahl an mahlzeiten war groß und zudem schmackhaft der visitearzt hat alle fragen beantwortet bereits im krankenbett habe ich krankengymnastik von motivierten therapeuten erhalten ich habe von der gesamten organisation einen professionellen eindruck gehabt bei hoher menschlicher kompetenz,6
DRK-Clementinenhaus,januar 2016 erhielt ich ein neues kniegelenk 12 tage aufenthalt auf stat 1 adie auch diese auszeichnung von mir erhält schwestern immer freundlich sehr gute zusammenarbeit mit den ärztenjederzeit bereit für eine fachliche auskunftarztvisiten sehr ausführlich habe mich dort sehr gut aufgehoben gefühlt,6
DRK-Clementinenhaus,sehr freundliches und kopmptentes personal,6
DRK-Clementinenhaus,ich fühlte mich sehr gut aufgehoben die betreuung ist erstklassig das personal ist sehr freundlich und nimmt sich zeit die zuzahlung für ein zweibettzimmer lohnt sich,6
DRK-Clementinenhaus,super notfallaufnahme leider mussten wir schon öfter die notfallaufnahme auch zu sehr ungünstigen zeiten  in anspruch nehmen wartezeit auch bei glatteis im annehmbaren bereich freundliches bemühtes personal sehr kompetente nette  ärzte mit ausführlicher diagnose kann man m e weiter empfehlen soweit es eben bei krankenhäusern und versch krankheitsbildern überhaupt möglich ist,4
DRK-Clementinenhaus,ich wurde am 30112015 an der leiste operiertstation 1a tolle betreuung durch die schwestern und pfleger sowie ärzteauch die aufnahme und voruntersuchungem liefen super abdas persinal immer freundlich und aufklärenddanke,6
DRK-Clementinenhaus,ich suchte zweimal einmal am silvestertag und ein anderes mal an einem sonntag den sogenannten notdienst die notfallambulanz dort auf entgegen anderer massenabfertigungsbetriebe mit wartezeiten von mehreren stunden zb mhh recht zügig ambulant und medikamentös versorgt worden freundliches und kompetentes personal ,6
DRK-Clementinenhaus,ein krankenhaus wie es meiner meinung nach sein soll mein hausarzt praxisgemeinschaft hatte mich hierher verwiesen nachdem einer der kollegen auch bereits am leistenbruch hier operiert worden war die aufnahme hier verlief trotz immer wiederkehrender schwierigkeiten in meinem eigenen umfeld reibungslos ich war nur einmal schockiert als eine angebliche chirurgin sich endlos vergeblich bemühte einen zugang zu legen sie brachte es einfach nicht fertig ich war drauf und dran vom tisch zu hoppsen aber ich blieb trotzdem und bereue es nicht die rechte seite wurde operiert und danach hatte ich das gefühl eine pferdedecke im bauch zu haben das aber sollte sich nach dem 2 eingriff links änern es war ein hämatom entstanden dass bei der gelegenheit wieder entfernt werden sollte und das wurde es dann auch nur nachdem die drainage am entlassungstag entfernt worden war schien alles wieder im lot es schien zumindest so wieder zuhause aber war das mausgroße hämatom wieder da und es blieb über monate da ich marcumarpatient bin ist die blutgerinnung hier ein ganz besonderes kapitel die akute schlafapnoe hatte man ja ausreichend berücksichtigt und ich bin nach der narkose frisch fromm fröhlich frei wieder erwacht  dank meiner cpap maske die ich mitgebracht hatte inzwischen ist das hämatom verschwunden und ich freue mich dass ic hdoch endlich zur op geschritten bin bei der ausstattung der zimmer fiel mir auf dass die ohrhöer zu den tv geräten nicht wirklich auf hörgeräte träger eingestellt sind,4
DRK-Clementinenhaus,meine mutter war erst auf der intensivstation da haben wir ich und meine geschwister uns gefreut dass unsere mutter in diesem krankenhaus aufgenommen wurde sehr gutes und freundliches team haben alles mögliches für unsere mutter getan da waren wir ihnen sehr dankbar für die erbrachte leistungen da der mutter etwas besser geworden wurde wurde sie auch die station 1a gebracht in dieser abteilung meinten die ärzte und schwestern dass sie götter sind und können einen mensch zur tod verurteilen weil der mensch einfach alt ist  ich konnte mir nicht vorstellen dass ein alter kranken mensch könnte einfach liegen und keiner kommt rein zum nachschauen wie es der patienten geht der mensch ist doch alt und es ist nicht schlimm wenn sie stirbt die letzte paar tage hat meine mutter keine medikamenten bekommen kein essen spritzen wurden nicht regelmäßig gemacht nur dann wenn wir gefragt haben auf meine frage warum mutter keine medikamenten und essen bekommen hat war die antwort dass meiner mutter schlecht ging und der personal angst hatte dass sie erstickt schlecht war es meiner mutter morgens und schuld daran waren die pflegenkräfte wenn mein bruder etwas später gekommen wurde sie wäre schon tod da meine mutter nach essen gefragt hat in der abteilung konnte kein joghurt gefunden werden mussten wir am sonntag nach lidl in hauptbahnhof gehen um joghurt zu kaufen dass die mutter was essen könnte nicht alle ärzte und schwestern waren so aber hälfte davon schon auf der intensiv station wurde meine mutter gerettet und auf der station 1a hat der personal geholfen dass sie schneller stirbt für mich ist ein rätsel am montag kam der arzt hat uns gesagt dass mutter es wieder schon am 3 mal das geschaft hat und am nächsten tag ist sie gestorben ich konnte noch mehr hier dazu schreiben aber nicht hier,0
DRK-Clementinenhaus,die aufnahme zog sich über jahre hin doch man hat die geduld nicht verloren die leistenbruch op war erfolgreich hieß es zuhause verspürte ich ein gefühl als habe man nicht ein schmales netz sondern eine pferdedecke eingenäht aber wer weiß vielleicht musste das ja so sein als ich zum 2 teil antrat versicherte man  mir alles zu tun dass diese pferdedeck verschwinden würde es handelte sich nämlich um ein mausgroßes hämatom das mittels dränage beseitigt werden sollte die dränage erschien erfolgreich und ich war auch diesmal am 5 tag wieder zuhause das hämatom hat sich aber nicht verabschiedet sondern hat nun seinen richtigen namen nicht mehr pferdedecke sondern hämatom der aufenthalt in der klinik war den umständen entsprechend angenehm sowohl ärzte als auch pflegekräfte waren stets freundlich und fast liebenswert allein die handhygiene schien mir hier und da lückenhaft alles in allem ist das haus empfehlenswert denn ein hämatom ist wohl doch eine angelegenheit die sich manchmal nicht vermeiden lässt aus meinem illustriertenwissen weiß ich dass minimalinvasive leistenbruch ops häufiger zu komplikationen neigen als die landläufige methode dafür aber sind die komplikationen meist weniger schwerwiegend jederzeit wieder  sonst würde ich mich nicht trotzdem erneut zum arzttermin dort angemeldet haben,4
DRK-Clementinenhaus,moderne einrichtung freundliches und sehr gepflegtes personal perfekte organisation keine oder sehr geringe wartezeit  zimmer freundlich hell modern und sehr sauber essen gut bis sehr gut,6
DRK-Clementinenhaus,ich wurde von meinem facharzt für inneres nach einer darmspiegelung an das clementinenhaus überwiesen problem in den nähe des blinddarms befand sich ein größeres adenom an das sich mein internist nicht rantraute und dass durch eine blinddarmop entfernt werden sollte das krankenhaus entschied sich für eine erneute darmspiegelung um sich im vorfeld der op selbst ein bild der lage zu machen mein krankenhausaufenthalt war für fünf tage angesetzt als kassenpatient entschied ich mich auf eigenen wunsch zur zuzahlung für ein 2bett statt 3bettzimmer kosten 55 € nacht das personal bei der aufnahme war sehr freundlich und immer ansprechbar während der darmspiegelung entschied sich der ausführende arzt das adenom könne gleich jetzt ohne op entfernt werden was auch gelang und so konnte ich am nächsten tag wieder entlassen werden entgegen dem klischee dass krankenhäuser gerne ihre betten füllen wollen insgesamt kann ich feststellen die beratung durch fachärzte war sehr ausführlich und kompetent das pflegepersonal immer ansprechbar und ausgesprochen freundlich mein zimmer war hell und groß die großzügig verwinkelte architektur vermeidet lange gänge und somit auch das typische krankenhausgefühl ich war 2004 wegen leistenbruch schon einmal im clementinenhaus und hatte auch damals nur positive erfahrungen sehr empfehlenswert,6
DRK-Clementinenhaus,die klinik ist sehr sauber das personal sehr sehr freundlich über das essen kann man nichts negatives sagen ich war rundum zufrieden,6
DRK-Clementinenhaus,allenthalben sind echte freundlichkeit und zuvorkommenheit selbstverständlich wie auch fürsorgliche fragen seitens des pflegepersonalsauf die realisierung des schmerzfreien krankenhauses wird erfolgreich wert gelegt die ärztliche betreuung könnte nicht besser sein die umfangreiche auswahl der speisen ist zu erwähnen die aussage über die möglichkeit ein einzelzimmer   belegen ist diffus gibt es sie oder gibt es sie nicht,4
DRK-Clementinenhaus,ich bin von herrn dr kuthe sehr erfolgreich operiert worden dr kuthe ist ein experte mit ausserordentlicher sozialer kompetenz alle weiteren mitarbeiter im krankenhaus waren kompetent und freundlich das zimmer war geräumig mit einem schönen badezimmer obwohl ich privatpatient bin wurde ich nach der kürzest möglicher verweildauer im krankenhaus entlassen es ist nie schön im krankenhaus zu sein im clementinenhaus wird es dem patienten aber leicht gemacht,6
DRK-Clementinenhaus,jeder arzt sagt was andereseinige glauben superschlau zu seindrängen gerne was aufzwei defekte zugänge erhaltenjedesmal der gleiche pfleger in der notaufnahmefast ein antibiotikum erhalten was gar nicht benötigt wurdefast den kopf mit einer losen bettstange eingeschlagen bekommenjeder meiner 4 auffendhalte in diesem krankenhaus war ein abenteuer alptraumhoher blutverlust wurde erst nach dem wochenende festgestelltdie unfreundliche nachtschwester interessierte am wochenende weder mein unerträglicher schmerzender zugang noch die symtome meines blutverlusteszu essen bekommt man nurwenn man sauer wirdversprechen wurden nicht eingehaltenunerträgliche gallenkolike in der notaufnahme 6 stunden aushalten müssen bis ein pfleger sich mir erbarmte und mir ein schmerzmittel in meinen defekten zugang verabreichteden zuvor dort mir eine pflegekraft gelegt hattedie mir schon mal einen defekten zugang dort gelegt hatteder freundlichste in dem ganzen ladeneiner der meine beschwerde entgegengenommen hatmeine unzufriedenheit bezieht sich auf die innere abteilung und die chirurgieich möchte aber betonendort sind sehr nette mediziner und auch pflegepersonalnur haben die auch durch den ständigen wechsel mir nur begrenzt helfen könnenplötzlich war da immer son arztder alles wiederwas so gut anfingzur nichte gemacht hatund genau denen ist es ganz egalmit welchen schmerzen die einen wieder losschickennach dem 4ten besuch hatte ich endlich meine galle draussenmir sind diese auffendhalte in diesem krankenhausmit keinem krankenhaus habe ich bisher solche erfahrungen gemachtso auf die psyche geschlagendas ich mir das hier einfach noch mal von der seele schreiben musste um das  verarbeitet zu bekommenwenn ich das hier alles detaliert schildern würdewürde hier 10 mal so viel stehendaher bitte ich mein durcheinander zu entschuldigen,0
DRK-Clementinenhaus,ärzte und pflegepersonal sehr freundlich auch nachts in der notaufnahme und kompetent räumlichkeiten hell und großzügig jeder hier scheint gern im clemi zu arbeiten dank dessen eine frakturop ohne angst sehr zu empfehlen,6
DRK-Clementinenhaus,dieses haus wurde mir von meinem arzt empfohlen sein kollege war mit gleichem anliegen dort gewesen  die voruntersuchung war gründlich und die diagnose zutreffend es war sicher vorteilhaft die beiden seiten getrennt zu operieren auch die aufnahme war ohne komplikationen die postoperative abwicklung für mich erstaunlich eine intensivstation wegen der schlafapnoe hatte ich mir eigentlich anders vorgestellt war eher wie in einer spartanischen massagepraxis oder so  die weitere behandlung war problemlos die freundlichkeit des personals uneingeschränkt allein mit gewissen ausrutschern bei der klinikhygiene hatte ich mal zu schlucken hier herrscht oft noch die macht der gewohnheit,4
DRK-Clementinenhaus,in der klinik wurde ich mit herzbeschwerden 2012 sehr gut versorgt  als ich im febr 2015 mit wiederkerenden herzbeschwerden nachts in die notaufnahme kam wurde ich mit schmerzmittel wieder nach hause geschickt  eine katheteruntersuchung wäre nötig gewesen die dann anderswo durchgeführt wurde,0
DRK-Clementinenhaus,modernes superfreundliches krankenhaus mit sehr kompetentem personal rundum zufrieden,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,4
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,0
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,0
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,4
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,0
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,4
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,4
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,4
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,0
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,4
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,0
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,0
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,0
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,4
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,0
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,6
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,0
DRK-Clementinenhaus,diese bewertung geht nicht in die gesamtbewertung ein,0
Sophienklinik GmbH,angefangen bei der anmeldung wo mir besucher verboten worden sind was wohl nicht rechtens war hatte ich schimmel im essen zusätzlich wurden jegliche ärztliche vorgaben zb bei der betreuung ignoriert und zusätzlich unfreundlich behandelt nach der op war ich bewegungsunfähig mir wurde beim essen nicht geholfen sodass ich 3 tage fast nichts gegessen habe die zimmerausstattung ähnelt einer schlechten pansion  das einzig positive waren die mitarbeiter im opbereich die wirklich sehr nett und zuvorkommend waren aber spätestens auf dem zimmer hat sich alles zum negativen gewendet ich bin maßlos enttäuscht zumal ich alles aus der tasche gezahlt habe wenn mann die wahl hat sollte mann diese klinik meiden,0
Sophienklinik GmbH,von der anmeldung bis zur entlassung auf station ist es eine glatte 1 mit sternchen freundlich nett zuvor kommend jeder wunsch wird wenn möglich erfüllt ohne murren  ärzte und pflegepersonal nehmen sich zeit  dieses krankenhaus ist empfehlenswert,6
Sophienklinik GmbH,ganz schlecht keine unterstützung nach schulter op weder beim anziehen waschen oder beim brot schmieren rechte schulter wurde operiert ich war mit einer rentnerin auf einem zimmer die sehr starke raucherin war die war so rücksichtslos war und auf bitte in ein anderes zimmer verlegt zu werden geht nicht ich hab mich in den zwei tagen nicht erholen können keine unterstützung bekommen corona schutzmassnahmen null essen sollte im kleinen zimmer an einem 50cm tisch zu zweit eingenommen werden auf bitte mein tablett auf mein nachttisch zu stellen wurden die augen der schwester gerollt unmöglich dieses verhalten und die respektlosigkeit am besten war die nachtschwester gestern die mich ausgelacht hat weil ich noch da binsie wollte doch gehen was machen sie noch hier unglaublich hab mich selbst entlassen aus dem zirkus  nie wieder da sterbe ich lieber auf der straße,0
Sophienklinik GmbH,betrügerunternehmen  2018 wurde ich für eine schmerztherapie eingewiesen ich habe mehrmals drauf hingewiesen privatpatient dass ich keine sonderbehandlung wünsche und auch kein einbett zimmer da die wahlleistungen von meiner krankenkasse nicht bezahlt werden dem arzt und auch bei der anmeldung mehrmals gesagt ich wurde in ein zweibettzimmer mit einem kassenpatienten stationiert in den 5tagen wurde nur 2xmal ein training mit mir durchgeführt a 20min die restliche zeit lag ich nur da und durfte nicht raus einfach nur eine sinnlose zeit nach mehreren monaten bekam ich die rechnung es wurde mir wahlleistung in rechnung gestellt nach telefonaten email und schriftlichen widersprüchen für die wahlleistung keine reaktion vom krankenhaus dafür aber ein vollstreckungsbescheid vom amtsgericht mit zusätzlich 500€ aufpreis der bericht geht definitiv zur zeitung da einige bekannte dort arbeiten  danke für so viele kopfschmerzen und eine schmerztherapie die jetzt wirklich schmerzhaft und teuer ist,0
Sophienklinik GmbH,personal  sehr freundlich menschlich erfahren mit gut ausgewählt klinik sehr neu frisch durchdacht modern und sauber,6
Sophienklinik GmbH,mein mann unterzog sich vor ca 12 jahren einer leistenbruchop mit nezteinlage eigentlich ein eingriff der in den meisten fällen gut geht wie sich später herausstellen musstehatten sich teile des darms durch schlampiges arbeiten bei der op mit dem netz verwachsenwas in zukunft mehrere krankenhausaufenthalte mit sich brachteda er mehrfach kurz vor einem darmverschluss stand die krankenhäuser die mein mann aufgrund der hudelei der sophienklik notfallmässig besuchen mussteversuchten kontakt zu dem damals ihn operierenden arzt aufzunehmenwurden aber jedes mal vertröstetdie sophienklik wollte dazu keine auskunft geben,0
Sophienklinik GmbH,schon mehrmals war ich zur schmerztherapieich kann nur gutes berichtenfühle michin der klinik sehr gut aufgehobendie behandlung mit der entspannung yoga und gymnastik sind sehr gut und regen an das auch von zu hause weiter zu machendie ärzte sind auf ihren gebieten alle sehr gutauch die zimmer und die ernährung sind in ordnungdie medizinische versorgung ist gut und man wird auch informiert wie das alles zu hause weiter gehtgesamt finde ich alles gutbei mir wird schwere poli arthrose wirbelsäulenarthroseweichteilrheumaund neue gelenke behandelt,6
Sophienklinik GmbH,zwecks konservativer schmerztherapie und diagnosestellung befand ich mich im september 2019 6 tage in der sophienklinik   nach diversen absurden klinikerfahrungen in einem anderen nördlichen bundesland und umgebung bin ich sehr frohdass es die sophienklinik gibt meine positiven erfahrungen sind insbesondere mit dem engagementempathie und fachlicher kompetenz meines orthopäden zu begründen   überdies verlief die aufnahme reibungslosdas pflegepersonal war trotz des hohen patientenwechsels organisiert freundlich und behielt die ruhe   schade finde ich es dass scheinbar einige patienten noch nicht realisiert habenunter welchen gesundheitspolitischen rahmenbedingungen  akteure im gesundheitssystem gezwungen sind den alltäglichen klinikbetrieb tag für tag am leben zu erhalten  das tägliche gemecker über verpflegungwartezeiten etckonnte ich nicht mehr hören  die sophienklink ist übersichtlich strukturiertmitarbeiter von der rezeption bishin zur reinigungskraft freundlich  lange redekurzer sinnklare empfehlung,6
Sophienklinik GmbH,im großen  und ganzen war ich sehr zufrieden aber man darf nichts vergessen habe meine ladekabel vergessen zu hause sofort bemerkt und angerufen meine freude war groß das sie noch da waren bin dann am nächsten tag sofort hingefahren da eins mein handyladekabel war was ich unbedingt brauchte  aber leider ist es von einem tag auf den anderen verschwunden das ist sehr traurig,4
