Name,Department,Date,Title,Review,Rating
DIAKOVERE Annastift,Orthopädie,09.03.2010,Frechheit,['Diese Bewertung geht nicht in die Gesamtbewertung ein'],"['', '', 'Gesamtzufriedenheit:', 'zufrieden', '', 'Qualität der Beratung:', 'zufrieden (Ärztin war sehr nett)', '', 'Mediz. Behandlung:', 'zufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', '', '']"
DIAKOVERE Annastift,Orthopädie,07.03.2010,gelungene Hüft-OP im Annastift,['Diese Bewertung geht nicht in die Gesamtbewertung ein'],"['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden (optimal)', '', 'Qualität der Beratung:', 'sehr zufrieden (optimal)', '', 'Mediz. Behandlung:', 'sehr zufrieden (optimal)', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', '', '']"
DIAKOVERE Annastift,Orthopädie,02.06.2009,Es kommt auf den Arzt an,['Diese Bewertung geht nicht in die Gesamtbewertung ein'],"['', '', 'Gesamtzufriedenheit:', 'zufrieden', '', 'Qualität der Beratung:', 'zufrieden', '', 'Mediz. Behandlung:', 'weniger zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', '', '']"
DIAKOVERE Annastift,Orthopädie,02.06.2009,Jederzeit wieder ins Annastift.,['Diese Bewertung geht nicht in die Gesamtbewertung ein'],"['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', '', '']"
DIAKOVERE Annastift,Orthopädie,14.04.2009,Der pure Horror!!!,['Diese Bewertung geht nicht in die Gesamtbewertung ein'],"['', '', 'Gesamtzufriedenheit:', 'unzufrieden (So was habe ich noch nie erlebt!)', '', 'Qualität der Beratung:', 'unzufrieden (Welche Beratung?)', '', 'Mediz. Behandlung:', 'unzufrieden (Welche Behandlung?)', '', 'Verwaltung und Abläufe:', 'zufrieden (Das einzige, was funktionierte!)', '', '', '']"
DIAKOVERE Annastift,Orthopädie,09.11.2008,Günther H.,['Diese Bewertung geht nicht in die Gesamtbewertung ein'],"['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'zufrieden', '', 'Mediz. Behandlung:', 'zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', '', '']"
DIAKOVERE Annastift,Orthopädie,21.10.2008,Sehr guter Aufenthalt,['Diese Bewertung geht nicht in die Gesamtbewertung ein'],"['', '', 'Gesamtzufriedenheit:', 'zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden (kompetent)', '', 'Mediz. Behandlung:', 'sehr zufrieden (nett, kompetent)', '', 'Verwaltung und Abläufe:', 'sehr zufrieden (kurz, nett, kompetent)', '', '', '']"
DIAKOVERE Annastift,Orthopädie,28.07.2008,Hervorragende Arbeit!,['Diese Bewertung geht nicht in die Gesamtbewertung ein'],"['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden (OP-Tag = mein zusätzlicher Geburtstag!)', '', 'Verwaltung und Abläufe:', 'zufrieden', '', '', '']"
DIAKOVERE Annastift,Orthopädie,20.05.2008,Acco,['Diese Bewertung geht nicht in die Gesamtbewertung ein'],"['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden (es dauert schon einmal 20 Minuten)', '', '', '']"
DIAKOVERE Annastift,Orthopädie,08.11.2007,Empfehlenswerte Klinik für Kassenpatienten,['Diese Bewertung geht nicht in die Gesamtbewertung ein'],"['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden (AUsführliche OP-Besprechung)', '', 'Verwaltung und Abläufe:', 'sehr zufrieden (sehr freudlich)', '', '', '']"
DIAKOVERE Annastift,Orthopädie,08.10.2007,"annastift, das beste krankenhaus, das mir je unter gekommen ist",['Diese Bewertung geht nicht in die Gesamtbewertung ein'],"['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', '', '']"
DIAKOVERE Annastift,Orthopädie,26.04.2007,SCHWEIGEPFLICHT?,['Diese Bewertung geht nicht in die Gesamtbewertung ein'],"['', '', 'Gesamtzufriedenheit:', 'zufrieden (OP-Vorbereitung, OP an sich und Nachbehandlung)', '', 'Qualität der Beratung:', 'sehr zufrieden (Ärzte geben sich Mühe)', '', 'Mediz. Behandlung:', 'zufrieden', '', 'Verwaltung und Abläufe:', 'weniger zufrieden', '', '', '']"
DRK-Clementinenhaus,Chirurgie,12.03.2021,Einfach top,"['Am 01.3.2021 wurde mir die Galle entfernt. Das gesamte Team, von der Reinigungskraft bis zu den Ärzten war Top! Danke an die Anästhesie, ich hab mich sehr sicher und gut aufgehoben gefühlt.', 'Insgesamt würde ich das Clemi jederzeit weiterempfehlen und bin froh, dass ich mich für das Krankenhaus entschieden habe.', 'Jeder Mitarbeiter ist mir freundlich und zugewandt begegnet.', 'Danke für Alles.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden (Jederzeit wieder meine erste Wahl)', '', 'Qualität der Beratung:', 'sehr zufrieden (Sehr ausführlich)', '', 'Mediz. Behandlung:', 'sehr zufrieden (Alles super!)', '', 'Verwaltung und Abläufe:', 'sehr zufrieden (Alles gut koordiniert)', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden (Alles sauber und ordentlich)', '', '', '']"
DRK-Clementinenhaus,Kardiologie,10.03.2021,Alles o.k.,"['Das Krankenhaus macht ein gepflegten und sauberen Eindruck. Zimmer und Verpflegung waren gut. Das Pflegepersonal war überaus freundlich und fach kompetent. Ich hatte nichts aus zu setzen, habe mich gut aufgehoben gefühlt. Weiter so!', 'Mein Aufenthalt war nur drei Tage. Es war alles in Ordnung. Die behandelnden Ärzte waren etwas kurz angebunden,das schließe ich auf hohes Arbeitsaufkommen zurück,sie waren aber fach kompetent und freundlich zu mir, im ganzen war alles sehr zufrieden stellen.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden (sauber und neue Einrichtung,zentrale Lage, 2 Bettzimmer)', '', '', '']"
DRK-Clementinenhaus,Sr.Petra,02.01.2021,Mitarbeiter,"['Ich finde es äußerst frech das vereinzelte Mitarbeiter nicht akzeptieren wollen, das man eine freie Meinungsäußerung hat und hier meine negative Bewertung schön reden wollen. Sie haben ja die selbe Möglichkeit Ihren Saftladen gut zu bewerten. Meine Meinung und vieler anderer Kollegen auch hat hier nur mal eine Meinung geäußert. Diese hilft anderen um sich mal über die Missstände in der Pflege zu informieren. Die Rosarote Brille mal abnehmen! Und ja, in anderen Krankenhäusern ist es bestimmt nicht besser. Das ist ja das schlimme. Es gib nur vereinzelt, wenn überhaupt zufriedene Krankenpfleger und Pflegerinnen. Älteres Personal wird von den Jüngeren teilweise, wenn man nicht mehr so schnell ist, ausgegrenzt oder gemobbt.']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden (Wie oben beschrieben im Text.)', '', 'Qualität der Beratung:', 'unzufrieden (Keine Zeit für Beratung.)', '', 'Mediz. Behandlung:', 'unzufrieden (Kaum Zeit für gute Behandlung.Zeitdruck,Stress,zu viele Patienten pro Fachkraft.)', '', 'Verwaltung und Abläufe:', 'unzufrieden (Abläufe werden immer stressiger,älteres Personal wird zu hohen Belastungen ausgesetzt.)', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
DRK-Clementinenhaus,Kardiologie,28.12.2020,Unzufrieden,['Leider während der Corona Zeit nicht so gute Erfahrung.'],"['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'weniger zufrieden', '', 'Mediz. Behandlung:', 'weniger zufrieden', '', 'Verwaltung und Abläufe:', 'weniger zufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
DRK-Clementinenhaus,Orthopädie,27.12.2020,XD,['XD'],"['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
DRK-Clementinenhaus,Orthopädie,24.12.2020,"Rundum ""SORGLOSPAKET""; Empfehlenswertes Krankenhaus","['1.Vorbereitung OP durch Anästhesie:', '- hohe Professionalität bei EKG, Blutentnahme, Vorbereitungsgespräch und einer deutlich spürbaren   Empathie gegenüber dem Patienten, ', '- einen herzlichen Dank an das Vorbereitungsteam.', '', '2.Operation', '- ebenfalls eine hoch professionelle Vorbereitung, Durchführung (ablesbar an dem positiven Ergebnis der Op) und postoperative Begleitung durch den Operateur und der Anästhesie,', '- auch hier spürte man die Hinwendung zum Patienten deutlich,', '- herzlichen Dank an das Operationsteam.', '', '3. Pflege Station 4 A', '- hier fühlte ich mich als Patient, aber in erster Linie als Mensch, geborgen und sicher,', '- die verantwortlichen Pfleger-/innen waren wach, aufmerksam und zeigten dem Patienten gegenüber eine Hilfsbereitschaft, die man besonders hervorheben muss,', '- hier war nicht nur eine erkennbare Professionalität, sondern hohe Motivation in Verbindung mit Spaß am Beruf und daraus folgernd ein hohes und überdurchschnittliches Leistungsniveau ablesbar,', '- auch hier verbinde ich meine Aussage mit einem herzlichen Dankeschön.', '', '4. Infrastruktur, Ausstattung Patientenzimmer und Ernährung, ', '-  ich war ausgesprochen überrascht über die erlebte Hygiene, Sauberkeit, Modernität und technische Ausstattung der Klinik und insgesamt mit den vorhandenen sozialen Räumen und natürlich, aus meiner Sicht, den Patientenzimmern. Das alles bewegt sich auf einem sehr hohen Niveau,', '- die Verpflegungsangebote glichen einer sehr gut geführten Speisekarte, da fehlte nichts.', '', '5. Verwaltung', '- die Verfahrensabläufe sind mir zwangsläufig nicht bekannt. Trotzdem ist die Folgerung zulässig, dass in dieser sehr gut organisierten Klinik die Verwaltung einen nicht unerheblichen Beitrag leistet.', '', 'Insgesamt gebe ich dem Clementinenhaus die volle Punktzahl und die gerne gesehenen 5 STERNE.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
DRK-Clementinenhaus,Verstoß melden,15.12.2020,Unzufrieden,"['Genervtes Personal, ganz besonders 3 Schwestern.']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'weniger zufrieden (Ärzte kaum gesehen.)', '', 'Mediz. Behandlung:', 'weniger zufrieden', '', 'Verwaltung und Abläufe:', 'weniger zufrieden', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden (Zimmer zu eng und dreckig)', '', '', '']"
DRK-Clementinenhaus,Verstoß melden,02.12.2020,Mobbing,['Kollegenschweine sind überall unterwegs. Leitung kümmert sich nicht korrekt. Man sei selber Schuld an der Situation. Ungerechtigkeit hoch 3 .'],"['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
DRK-Clementinenhaus,Verstoß melden,01.12.2020,vorbildlicher Ablauf einer HernienOP hinsichtlich med. Versorgung und Betreuung,"['Hernien OP - perfekter Ablauf hinsichtlich med. Versorgung und Pflegebetreuung, danke für alles, andere Kliniken in Hannover können sich ein Beispiel nehmen']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
DRK-Clementinenhaus,Chirurgie,28.11.2020,Chirurgie Station,"['Auf der Station von Dr. Strey sind alle Mitarbeiter sehr zuvorkommend und sehr  nett. Das ganze Personal sehr kompetent und immer für einen da. ', 'Ich würde diese Klinik/Station jedem sehr empfehlen. Man fühlt sich dort sehr gut aufgehoben.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
DRK-Clementinenhaus,Orthopädie,28.11.2020,"RM-Läsion,Impingement rechts","['Ich bin vom Clementinenhaus begeistert! Kompetente', 'Ärzte und sehr freundliches Klinikpersonal!Fühlte ', 'mich bestens aufgehoben.Absolut empfehlenswert!!', 'Woanders konnte mir niemand weiter helfen.....']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
DRK-Clementinenhaus,Gastrologie,17.11.2020,OP bringt nichts,['Magenband OP anders als erwartet.'],"['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
DRK-Clementinenhaus,Geriatrie,06.11.2020,Covid,['Keine Covid Tests für Personal .....'],"['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
DRK-Clementinenhaus,Chirurgie,29.10.2020,Wiedererlangung von Lebensqualität,"['Strukturierte Eingangsuntersuchung. Der Vorgabetermin', 'wurde exakt gehalten. Freundlich während der ver-', 'schiedenen Gespräche.', 'All machten einen kompetenten Eindruck.Fühlte mich ', 'gut aufgehoben.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
DRK-Clementinenhaus,Kardiologie,26.10.2020,Dank an das Clementinenhaus Hannover,"['Ich war vom 9.10.2020 bis 15.10.2020 in der Kardiologie vom DRK Krankenhaus ', 'Clementinenhaus Hannover.Ich kann nur Positives über die Klinik berichten.Die Notaufnahme klappte reibungslos,da ich eine Einweisung für eine ICD Implantation vorlegen konnte.Ich kam sofort auf die IMC Station  ( Intermediate Care) und wurde dort versorgt.Meinen Dank gilt dort allen Schwestern und Pflegern.Freundlichkeit wird hier groß geschrieben. Ich bedanke mich besonders bei Dr.Quantz für seine ausführliche Beratung und für die anschließende ICD Implantation.Meinen Dank an alle Beteiligten.', 'Fazit:', 'Besser kann man nicht versorgt Werden!']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
DRK-Clementinenhaus,Orthopädie,09.10.2020,Eine Klink fast wie ein Hotel,"['Ich war zu einer geplanten Schulter OP in der Klinik.', '', 'Ohne diese OP hätte ich mich wie im Hotel gefühlt. Ausnahmslos alle Mitarbeiter waren überaus freundlich und zuvorkommend. Egal ob es die Pflegekräfte, der Service oder die Menschen in der Anästhesie waren. Sie alle haben mir die notwendige OP so angenehm wie möglich gemacht. In meinen Sorgen habe ich mich ernst genommen gefühlt und die Behandlung war (soweit ich das zwei Tage nach OP beurteilen kann) 1a.', '', 'Vielen Dank für die herzliche Betreuung']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
DRK-Clementinenhaus,Chirurgie,03.10.2020,schlechtes Zustand,['Schlechte Zustand'],"['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
DRK-Clementinenhaus,Chirurgie,23.09.2020,Uneingeschränkt weiter zu empfählen,"['Die Chirugie ist sehr kompetent und mir wurde die Behandlung meiner Krankheit bis ins kleinste Detail erörtert .', 'Das ganze Team des Clementinenhauses war super freundlich und kümmern sich sehr um mein Wohlbefinden.', 'Ich würde die Klinik uneingeschränkt weiterempfehlen.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
DRK-Clementinenhaus,Chirurgie,14.09.2020,Freundlich und Kompetent,['Sehr nette MENSCHEN und Sauber. Fachlich sehr kompetent und Freundlich. Schwestern hilfsbereit und immer Freundlich. Insgesamt sehr zufrieden hier.'],"['', '', 'Gesamtzufriedenheit:', 'zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
DRK-Clementinenhaus,Chirurgie,20.08.2020,Verbesserungswürdig,"['Leider waren meine Erfahrungen sehr zwiespältig.', 'Der erste OP-Termin wurde aufgrund einer Vorerkrankung abgesagt. Kurz vor dem 2. Termin fiel den Ärzten dann ein, dass sie weitere Werte haben wollen, somit wieder OP-Absage.', 'Der 3. Termin scheiterte fast daran, dass die Betten überbucht waren und ich zunächst nach Hause geschickt werden sollte. Da hatte ich dann aber Glück und nach ca. 4-5 Stunden fand ein findiger Pfleger eine Möglichkeit mich unterzubringen.', 'Die Operation verlief gut, allerdings wurden über die vorgefundene Situation vom Arzt mir und dem Personal andere Angaben gemacht als später in die Akten eingetragen wurden.', 'Die Kommunikation zwischen den Stationen war sehr schlecht und ich als Patientin mußte das ausbaden (der schmerzhafte Drainageschlauch wurde statt auf Intensiv morgens ca. 8.30 Uhr erst gegen 14.00 Uhr auf Station gezogen, obwohl der Arzt es angewiesen hat). Auf Intensiv wurde die Arbeit nicht geschafft und es sollte auf Station erledigt werden. Dort wußte man von nichts und wollte ohne erneute Anweisung nicht handeln. Des weiteren wurde mir einmal ein Medikament angehängt, auf das ich allergisch bin. Ein weiteres Mal wurde mir dieses Medikament angeboten. In meiner Akte stand an mehreren Stellen, dass ich allergisch dagegen bin. Die medizinische Betreuung auf Station ließ insgesamt (nicht nur bei mir)sehr zu wünschen übrig. Ein sehr großer Pluspunkt ist allerdings die Sozialkompetenz der Mitarbeiter, die immer freundlich und mitfühlend, herzlich und hilfsbereit sind. Sie geben einem das Gefühl, der Mittelpunkt ihres Interesses zu sein, solange sie sich mit einem beschäftigen. Das hat mir sehr gefallen, tröstet aber nicht über die medizinischen Mängel hinweg. Auch die Nachsorge ist oft mit langen Wartezeiten belegt. Schade, menschlich eine glatte 1+, fachlich (Station)und organisatorisch leider noch viel Luft nach oben.']","['', '', 'Gesamtzufriedenheit:', 'weniger zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden (Operation top, auf Station weniger gut)', '', 'Verwaltung und Abläufe:', 'weniger zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
DRK-Clementinenhaus,Kardiologie,18.08.2020,Behandlung als Nummer,['Negative Erfahrung'],"['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
DRK-Clementinenhaus,Kardiologie,12.08.2020,Sehr zu empfehlen,"['Mit der fachlich - medizinischen Behandlung bin ich sehr zufrieden. Alle Fragen wurden ausreichend und verständlich beantwortet. ', 'Auffallend ist die Freundlichkeit und Zugewandtheit aller Mitarbeiter/innen, mit denen ich Kontakt hatte (Empfang, Herzkatheterlabor, Stationsschwestern, Servicemitarbeiter/innen). ', 'Ich war in einem Einzelzimmer untergebracht - dieses war geräumig und komfortabel ausgestattet.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
DRK-Clementinenhaus,Orthopädie,27.07.2020,habe mit viel mehr schmerzen gerechnet,"['sauberes Krankenhaus sehr sehr freundliches,höffliches und kompitettes personal.essen kann mann sich aussuchen und schmeckt lecker. ich bin verwöhnt und es schmeckt bei Krankenhaus aufendhalt nur hier.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
DRK-Clementinenhaus,Geriatrie,16.07.2020,Geriatrie ist nur Geldmacherei,['Neumodischer Kram der leider nichts taugt .Geldmacherei.'],"['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden', '', '', '']"
DRK-Clementinenhaus,Chirurgie,09.07.2020,"Tolles Krankenhaus, qualifiziertes Team, gute Arbeitsbedingungen",['Das Clementinenhaus ist ein toller Arbeitgeber. Das Team aus Pflegenden und Ärzten arbeitet auf Augenhöhe zusammen immer für das Wohl der Patienten.'],"['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden (Exzellenz in Menschlichkeit, Pflege und Medizin)', '', 'Qualität der Beratung:', 'sehr zufrieden (Offen und kompetent)', '', 'Mediz. Behandlung:', 'sehr zufrieden (Sieht oben)', '', 'Verwaltung und Abläufe:', 'zufrieden (Meisten läufts)', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden (Sehr schöner Arbeitsplatz)', '', '', '']"
DRK-Clementinenhaus,Chirurgie,03.07.2020,Das besondere Krankenhaus,"['Sehr freundliches Personal, ausführliche und kompetente Beratung durch Anästesie und Chirurgie.', 'Sigmadivertikulitis OP-Vorbereitung und Durchführung bestens.', 'Nach Entlassung absolut keine Probleme.', 'Das Clementinenhaus kann man nur weiterempfehlen.', 'Das Haus macht den Eindruck einer REHA-Klinik.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
DRK-Clementinenhaus,Chirurgie,03.07.2020,Arbeitsbedingungen nicht mehr das was sie mal waren.,"['Ich arbeite seid Jahren hier, früher war es mal schön. Jetzt ist es nur noch Stress.']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
DRK-Clementinenhaus,Verstoß melden,27.06.2020,Unmögliche Arbeitsbedingungen!,['Burnout sag ich nur.Aussen Hui innen Pfui. Im Nachtdienst auf jeder Station 36 Patienten für eine Pflegekraft.26 sind erlaubt. PDL interessiert das nicht. Pausen im Nachtdienst nur Rufbeteitschaft. Es stehen einem nach 6Std Nachtdienst 30 Min Pause am Stück zu.Hier nie möglich. Meist gar keine Pause. Ausreden der Leitung.Hier oft Patientengefährung durch zu wenig Personal. Eingefleischte Mitarbeiter die es nicht anders kennen ist das egal. Glaublich. Wenn man Es nicht schafft nachts Pause zu machen dann ist man in den Augen der PDL zu lahm!'],"['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
DRK-Clementinenhaus,Chirurgie,13.06.2020, ,"['So schlecht wie heute war ich schon lange nicht mehr Behandelt !!! Ich wollte nur Verband wechseln lassen ... Und nun ,ich sitze hier mehr als 4 Stunden und sehe nicht mal Personal, den ich nachfragen konnte, ob ich Überhaupt noch heute eine Chance habe! Sie sitzen im Hinterraum und als ich jemanden suchte um Ein Info zU bekommen - haben sie einfach eine Schiebewand vorgestellt ! Unglaublich und unmöglich !!! ', 'Sorry, die ärztliche  Kompetenzen sind in meinem Kopf ausgeblendet ...']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden (Ist subjektiv , danach nur einen Punkt bewerte)', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
DRK-Clementinenhaus,Kardiologie,12.06.2020,1 Bett Versicherung nützt nichts,['1Bett Zimmer versichert aber 1Bett war nicht zu belegen.'],"['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden (Zimmer zu eng, Bad zu klein.)', '', '', '']"
